Acad recording => read According two_two   
exclude including => include excluding three_three   
exclude inclusion => include exclusion two_two   
exclude inclusion => include exclusion three_three   
exclude inhibition => include exhibition two_two   
exclude intend => include extend two_two   
exclude intended => include extended two_two   
exclude intensive => include extensive two_two   
exclude intent => include extent two_two   
exclude internal => include external two_two   
excluded include => included exclude two_two   
excluded include => included exclude three_three   
excluded including => included excluding two_two   
excluded including => included excluding three_three   
excluded inclusion => included exclusion two_two   
excluded inclusion => included exclusion three_three   
excluded inhibition => included exhibition two_two   
excluded intend => included extend two_two   
excluded intended => included extended two_two   
excluded intensive => included extensive two_two   
excluded intent => included extent two_two   
excluded internal => included external two_two   
excluding include => including exclude two_two   
excluding include => including exclude three_three   
excluding included => including excluded two_two   
excluding included => including excluded three_three   
excluding inclusion => including exclusion two_two   
excluding inclusion => including exclusion three_three   
excluding inhibition => including exhibition two_two   
excluding intend => including extend two_two   
excluding intended => including extended two_two   
excluding intensive => including extensive two_two   
excluding intent => including extent two_two   
excluding internal => including external two_two   
exclusion include => inclusion exclude two_two   
exclusion include => inclusion exclude three_three   
exclusion included => inclusion excluded two_two   
exclusion included => inclusion excluded three_three   
exclusion including => inclusion excluding two_two   
exclusion including => inclusion excluding three_three   
exclusion inhibition => inclusion exhibition two_two   
exclusion intend => inclusion extend two_two   
exclusion intended => inclusion extended two_two   
exclusion intensive => inclusion extensive two_two   
exclusion intent => inclusion extent two_two   
exclusion internal => inclusion external two_two   
exert started => start exerted three_three   
exerted start => started exert three_three   
exhibition include => inhibition exclude two_two   
exhibition included => inhibition excluded two_two   
exhibition including => inhibition excluding two_two   
exhibition inclusion => inhibition exclusion two_two   
exhibition intend => inhibition extend two_two   
exhibition intended => inhibition extended two_two   
exhibition intensive => inhibition extensive two_two   
exhibition intent => inhibition extent two_two   
exhibition internal => inhibition external two_two   
exist beat => beast exit three_three   
exist coat => coast exit three_three   
exist trusted => trust existed three_three   
exist wait => waist exit two_two   
exist wait => waist exit three_three   
existed trust => trusted exist three_three   
exists beat => beasts exit three_three   
exit beast => beat exist three_three   
exit beasts => beat exists three_three   
exit coast => coat exist three_three   
exit unchanged => unit exchanged two_two   
exit waist => wait exist two_two   
exit waist => wait exist three_three   
expand demanded => demand expanded three_three   
expand demanding => demand expanding three_three   
expanded demand => demanded expand three_three   
expanded demanding => demanded expanding three_three   
expanding demand => demanding expand three_three   
expanding demanded => demanding expanded three_three   
expect affected => affect expected three_three   
expect affecting => affect expecting three_three   
expect defended => defect expended three_three   
expect defense => defect expense three_three   
expect defensive => defect expensive three_three   
expect detected => detect expected three_three   
expect directed => direct expected three_three   
expect directing => direct expecting three_three   
expect objected => object expected three_three   
